787.231,1157.84,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.101,1157.71,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.168,1157.78,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.231,1157.84,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.101,1157.71,
787.231,1157.84,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.231,1157.84,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.101,1157.71,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.231,1157.84,
787.101,1157.71,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.231,1157.84,
787.101,1157.71,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.101,1157.71,
787.231,1157.84,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.168,1157.78,
787.101,1157.71,
787.101,1157.71,
787.231,1157.84,
787.231,1157.84,
787.231,1157.84,
787.231,1157.84,
787.168,1157.78,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.231,1157.84,
787.101,1157.71,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.168,1157.78,
787.101,1157.71,
787.101,1157.71,
787.168,1157.78,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.231,1157.84,
787.231,1157.84,
787.168,1157.78,
787.168,1157.78,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.231,1157.84,
787.101,1157.71,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.231,1157.84,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.101,1157.71,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.231,1157.84,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.168,1157.78,
787.101,1157.71,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.101,1157.71,
787.168,1157.78,
787.231,1157.84,
787.168,1157.78,
787.101,1157.71,
787.231,1157.84,
787.168,1157.78,
787.231,1157.84,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
0,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
0,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
0,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
4.02653e+09,0,
